147,110,180,142
149,114,182,146
152,118,185,150
155,119,188,151
159,119,192,151
161,118,194,150
161,119,194,151
161,120,194,152
162,121,195,153
163,121,196,153
166,120,198,151
165,116,197,147
160,113,192,144
157,111,189,142
156,108,189,140
154,82,188,115
151,78,185,111
147,75,181,108
142,73,176,106
136,72,170,105
129,71,163,104
128,71,162,104
128,70,162,103
127,68,161,101
128,67,162,100
139,70,175,104
145,75,181,109
151,83,187,117
156,93,192,127
159,103,195,137
162,125,198,159
164,131,200,165
165,129,201,163
165,118,200,151
164,98,199,131
159,67,201,107
159,66,201,106
162,51,195,83
161,52,194,84
162,57,190,84
162,76,190,103
163,91,191,118
164,108,192,135
164,122,192,149
163,124,192,152
162,100,191,128
161,92,190,120
160,90,189,118
159,92,188,120
156,96,189,128
154,112,187,144
154,123,187,155
155,137,186,167
157,154,187,183
156,165,189,197
156,152,188,183
155,135,188,167
154,122,188,155
153,113,187,146
153,111,186,143
150,108,183,140
148,111,181,143
147,120,180,152
145,130,178,162
145,143,178,175
143,142,177,175
139,123,172,155
135,102,169,135
130,84,170,123
127,76,167,115
121,71,163,112
119,72,162,114
117,79,163,124
117,96,163,141
118,113,164,158
119,136,167,183
119,135,166,181
121,117,168,163
127,98,176,146
134,88,184,137
140,77,191,127
145,75,196,125
150,75,201,125
153,80,204,130
155,86,209,139
163,109,219,164
164,108,220,163
165,107,221,162
167,94,222,148
170,95,225,149
180,72,213,104
180,72,213,104
180,78,213,110
180,87,213,119
181,102,213,133
177,132,212,166
174,144,207,176
173,135,204,165
169,121,199,150
166,112,196,141
162,99,195,131
160,97,193,129
157,98,190,130
156,105,189,137
155,114,188,146
152,133,186,166
149,130,182,162
143,113,176,145
137,100,171,133
135,93,168,125
131,88,163,119
126,84,154,111
122,89,151,117
121,99,150,127
121,112,150,140
122,133,153,163
122,128,153,158
121,115,152,145
122,106,153,136
129,96,157,123
134,94,163,122
134,99,163,127
138,107,167,135
143,118,172,146
151,132,180,160
161,149,191,178
166,139,195,167
170,122,199,150
172,111,201,139
174,105,202,132
177,90,205,117
174,93,202,120
172,98,201,126
169,108,198,136
166,122,195,150
163,136,194,165
164,127,194,155
163,114,193,142
162,104,193,133
161,98,193,128
162,87,190,114
159,90,187,117
156,96,185,124
154,106,183,134
153,116,183,145
153,121,183,150
151,105,182,135
149,91,180,121
144,84,177,116
138,84,166,111
127,93,154,119
124,103,150,128
123,117,149,142
121,133,147,158
119,149,145,174
120,155,146,180
121,142,149,168
122,130,150,156
125,123,153,149
130,119,158,145
140,120,168,146
145,125,173,151
152,134,179,159
160,147,186,171
165,162,190,185
174,159,199,182
177,142,203,165
179,128,206,152
185,119,211,142
191,114,217,137
192,117,225,149
193,122,226,154
191,130,224,162
185,142,218,174
178,153,211,185
164,147,196,178
157,127,189,158
150,109,183,141
146,98,178,129
141,81,174,113
137,77,170,109
136,82,169,114
137,92,170,124
138,105,171,137
139,119,172,151
141,112,173,143
141,102,174,134
141,96,174,128
143,92,176,124
147,93,180,125
154,104,187,136
155,114,187,145
156,130,188,161
157,148,189,179
157,164,189,195
157,153,189,184
156,139,189,171
155,132,187,163
155,132,186,162
155,135,186,165
155,145,185,174
155,156,184,184
156,171,185,199
157,189,186,217
159,206,187,233
160,199,187,225
159,182,187,209
159,169,187,196
159,158,187,185
159,148,187,175
156,141,189,173
156,142,189,174
156,146,190,179
156,156,190,189
157,167,190,199
158,151,189,181
156,124,191,158
155,108,192,144
155,97,192,133
162,84,190,111
159,87,187,114
158,95,185,121
157,107,185,134
158,125,185,151
155,132,188,164
148,120,182,153
145,108,180,142
143,99,178,133
141,96,174,128
138,95,171,127
135,102,168,134
134,112,167,144
134,125,167,157
135,135,168,167
138,135,171,167
142,108,176,141
144,99,177,131
146,94,179,126
152,91,185,123
156,90,189,122
162,102,195,134
167,113,200,145
174,125,208,158
178,130,211,162
179,123,212,155
180,91,216,126
183,87,216,119
183,84,216,116
184,83,217,115
186,84,219,116
191,97,224,129
195,108,228,140
198,123,231,155
201,126,234,158
203,121,235,152
201,90,234,122
200,84,233,116
196,82,229,114
189,84,222,116
184,87,217,119
177,99,210,131
174,114,207,146
174,123,207,155
170,122,204,155
165,111,198,143
162,90,195,122
160,86,194,119
158,85,192,118
156,86,190,119
155,91,189,124
152,114,185,146
150,126,183,158
147,135,182,169
144,132,180,167
135,120,170,154
117,105,150,137
117,102,145,129
116,101,144,128
114,103,142,130
113,108,141,135
117,123,150,155
120,138,153,170
126,147,159,179
132,135,165,167
139,117,172,149
145,90,179,123
150,82,184,115
155,78,189,111
159,81,192,113
162,84,195,116
165,102,198,134
165,115,198,147
165,124,198,156
162,117,195,149
161,101,194,133
162,81,195,113
161,78,194,110
159,78,192,110
158,81,191,113
156,87,189,119
149,110,182,142
147,123,180,155
144,129,177,161
142,124,176,157
141,111,174,143
141,102,174,134
144,105,177,137
144,108,177,140
146,116,178,147
146,124,178,155
146,149,178,180
