142,125,232,164
138,125,228,164
134,126,222,164
129,126,215,163
127,127,211,164
122,125,206,162
118,125,202,162
114,124,197,160
109,124,192,160
104,123,187,159
98,122,181,158
95,122,177,158
90,121,172,157
86,121,168,157
79,119,162,155
74,119,157,155
69,118,152,154
64,118,146,154
58,118,141,154
52,117,135,153
46,116,130,152
40,115,125,152
34,116,119,153
27,115,113,152
22,116,108,153
16,116,102,153
11,117,97,154
5,118,91,155
-2,119,83,156
-8,121,77,158
-15,122,70,159
-20,124,65,161
-27,125,58,162
-34,126,51,163
-38,126,47,163
-40,127,45,164
-40,127,45,164
-41,127,44,164
-41,127,44,164
-41,127,44,164
-41,127,43,164
-40,127,44,164
-38,125,46,162
-37,124,47,161
-35,123,49,160
-33,122,52,159
-30,121,55,158
-28,119,57,156
-25,119,61,156
-22,117,64,154
-20,117,66,154
-19,115,67,152
-16,114,70,151
-12,113,72,149
-6,112,76,147
2,111,83,146
6,109,87,144
14,108,94,143
17,107,97,142
22,106,102,141
29,106,108,141
33,106,112,141
39,105,118,140
44,105,123,140
48,104,127,139
54,105,133,140
58,106,138,141
63,106,143,141
62,108,143,143
64,109,144,144
64,110,144,145
64,112,144,147
65,113,144,148
66,114,145,149
66,116,145,151
66,117,145,152
67,118,146,153
66,119,146,154
66,120,145,155
66,120,145,155
66,122,146,157
66,123,147,158
65,123,146,158
65,125,145,160
65,125,145,160
66,126,146,161
64,127,144,162
65,127,145,162
65,129,144,164
66,130,144,165
64,131,143,166
64,132,144,167
63,132,143,167
64,134,143,169
63,134,142,169
63,136,142,171
63,136,141,170
65,138,144,172
66,139,146,174
71,140,151,175
71,141,152,176
73,141,154,176
75,143,156,178
77,143,157,178
79,145,159,180
83,146,163,181
87,146,166,181
92,148,171,183
94,148,174,183
99,149,179,184
102,151,183,186
107,151,187,186
110,152,191,187
113,153,194,188
119,154,199,189
123,155,203,190
126,155,206,190
132,157,211,192
136,157,215,192
140,159,220,194
143,159,224,194
147,160,227,195
153,160,232,195
156,161,236,196
161,162,241,197
165,162,245,197
169,163,249,198
173,163,253,198
177,164,257,199
181,165,261,200
183,166,263,201
188,166,268,201
191,167,271,202
195,168,274,203
199,168,278,203
201,170,281,205
205,170,285,205
210,171,290,206
210,172,290,207
213,172,293,207
213,174,293,209
215,172,295,207
217,175,297,210
217,176,297,211
219,176,299,211
219,178,298,213
221,178,300,213
222,179,300,214
220,180,299,215
219,181,298,216
218,183,297,218
217,183,297,218
216,185,296,220
215,186,295,221
214,188,294,223
212,188,293,223
212,189,292,224
210,190,289,225
211,192,290,227
210,193,290,228
209,194,289,229
207,195,287,230
206,196,286,231
206,197,286,232
204,198,284,233
204,198,284,233
203,198,283,233
203,198,283,233
201,197,282,232
199,198,280,233
198,197,280,232
196,196,277,231
196,195,277,230
195,193,275,228
195,192,274,227
193,191,272,226
192,189,272,224
191,188,271,223
189,186,269,221
189,186,269,221
186,183,267,218
186,182,267,217
184,181,264,216
184,179,264,214
183,178,263,213
181,177,261,212
180,176,260,211
179,175,259,210
177,174,259,209
176,172,257,207
174,171,255,206
174,170,255,205
174,169,254,204
172,168,252,203
172,166,251,201
171,166,250,201
168,165,248,200
166,164,247,199
165,163,246,198
164,162,245,197
164,162,244,196
162,161,242,195
160,160,241,195
158,158,240,194
156,157,239,193
154,157,238,193
151,155,235,191
150,155,232,190
149,153,229,188
148,152,228,187
148,152,226,187
146,150,225,185
